month,company,stock_market,stock_country,close,vaccaine,phase_1,phase_2,phase_3,authorized,approved,abandoned,US,roc,Number.of.Stocks,Market.Cap,cum_change
3,37,NYSE,USA,5.74,0,0,0,0,0,0,0,0,-0.4,7423000,70518500,-0.66
4,37,NYSE,USA,6,0,0,0,0,0,0,0,0,0.05,7408000,42521920,-0.64
5,37,NYSE,USA,7.52,0,0,0,0,0,0,0,0,0.25,7408000,44448000,-0.55
6,37,NYSE,USA,7.48,0,0,0,0,0,0,0,0,-0.01,9092000,68371840,-0.55
7,37,NYSE,USA,6.24,0,0,0,0,0,0,0,0,-0.17,9073000,67866040,-0.63
8,37,NYSE,USA,3.97,0,0,0,0,0,0,0,0,-0.36,10649000,66449760,-0.76
9,37,NYSE,USA,3.84,0,0,0,0,0,0,0,0,-0.03,10655000,42300350,-0.77
10,37,NYSE,USA,3.45,0,0,0,0,0,0,0,0,-0.1,10655000,40915200,-0.79
11,37,NYSE,USA,3.91,0,0,0,0,0,0,0,0,0.13,10654000,36756300,-0.77
12,37,NYSE,USA,2.87,0,0,0,0,0,0,0,0,-0.27,10665000,41700150,-0.83
13,37,NYSE,USA,4.04,0,0,0,0,0,0,0,0,0.41,10665000,30608550,-0.76
14,37,NYSE,USA,4.18,0,0,0,0,0,0,0,0,0.03,10665000,43086600,-0.75
15,37,NYSE,USA,4.72,0,0,0,0,0,0,0,0,0.13,10677000,44629860,-0.72
16,37,NYSE,USA,4.15,0,0,0,0,0,0,0,0,-0.12,10677000,50395440,-0.75
17,37,NYSE,USA,3.59,0,0,0,0,0,0,0,0,-0.13,10677000,44309550,-0.79
18,37,NYSE,USA,4.64,0,0,0,0,0,0,0,0,0.29,11505000,41302950,-0.72
19,37,NYSE,USA,4.02,0,0,0,0,0,0,0,0,-0.13,11505000,53383200,-0.76
20,37,NYSE,USA,3.87,0,0,0,0,0,0,0,0,-0.04,11505000,46250100,-0.77
21,37,NYSE,USA,4.64,0,0,0,0,0,0,0,0,0.2,11505000,44524350,-0.72
22,37,NYSE,USA,4.32,0,0,0,0,0,0,0,0,-0.07,11505000,53383200,-0.74
2,38,NASDAQ,USA,46.5,0,0,0,0,0,0,0,1,0.75,109679000,2920751770,0.75
3,38,NASDAQ,USA,34.27,0,0,0,0,0,0,0,1,-0.26,109679000,5100073500,0.29
4,38,NASDAQ,USA,30.51,0,0,0,0,0,0,0,1,-0.11,109800000,3762846000,0.15
5,38,NASDAQ,USA,34.18,0,0,0,0,0,0,0,1,0.12,109804000,3350120040,0.28
6,38,NASDAQ,USA,40.97,0,0,0,0,0,0,0,1,0.2,117902000,4029890360,0.54
7,38,NASDAQ,USA,47.76,0,0,0,0,0,0,0,1,0.17,117902000,4830444940,0.79
8,38,NASDAQ,USA,40.48,0,0,0,0,0,0,0,1,-0.15,125045000,5972149200,0.52
9,38,NASDAQ,USA,34.33,0,0,0,0,0,0,0,1,-0.15,127054000,5143145920,0.29
10,38,NASDAQ,USA,31.44,0,0,0,0,0,0,0,1,-0.08,127054000,4361763820,0.18
11,38,NASDAQ,USA,31.88,0,0,0,0,0,0,0,1,0.01,127054000,3994577760,0.2
12,38,NASDAQ,USA,26.78,0,0,0,0,0,0,0,1,-0.16,127389000,4061161320,0.01
13,38,NASDAQ,USA,64.54,0,0,0,0,0,0,0,1,1.41,127389000,3411477420,1.42
14,38,NASDAQ,USA,62.63,0,0,0,0,0,0,0,1,-0.03,127389000,8221686060,1.35
15,38,NASDAQ,USA,51.27,0,0,0,0,0,0,0,1,-0.18,127837000,8006431310,0.93
16,38,NASDAQ,USA,47.74,0,0,0,0,0,0,0,1,-0.07,127837000,6554202990,0.79
17,38,NASDAQ,USA,41.91,0,0,0,0,0,0,0,1,-0.12,127985000,6110003900,0.57
18,38,NASDAQ,USA,47.28,0,0,0,0,0,0,0,1,0.13,130040000,5449976400,0.78
19,38,NASDAQ,USA,35.65,0,0,0,0,0,0,0,1,-0.25,130040000,6148291200,0.34
20,38,NASDAQ,USA,51.54,0,0,0,0,0,0,0,1,0.45,130040000,4635926000,0.94
21,38,NASDAQ,USA,43.52,0,0,0,0,0,0,0,1,-0.16,130612000,6731742480,0.63
22,38,NASDAQ,USA,33.53,0,0,0,0,0,0,0,1,-0.23,130612000,5684234240,0.26
2,39,NYSE,USA,85.71,0,0,0,0,0,0,0,0,0.06,1478821000,119814000000,0.06
3,39,NYSE,USA,76.19,0,0,0,0,0,0,0,0,-0.11,1479157000,126779000000,-0.06
4,39,NYSE,USA,82.2,0,0,0,0,0,0,0,0,0.08,1476673000,112508000000,0.01
5,39,NYSE,USA,92.67,0,0,0,0,0,0,0,0,0.13,1476673000,121383000000,0.14
6,39,NYSE,USA,98.18,0,0,0,0,0,0,0,0,0.06,1762342000,163316000000,0.21
7,39,NYSE,USA,94.91,0,0,0,0,0,0,0,0,-0.03,1762342000,173027000000,0.17
8,39,NYSE,USA,95.77,0,0,0,0,0,0,0,0,0.01,1762342000,167264000000,0.18
9,39,NYSE,USA,87.59,0,0,0,0,0,0,0,0,-0.09,1764833000,169018000000,0.08
10,39,NYSE,USA,85.1,0,0,0,0,0,0,0,0,-0.03,1764833000,154582000000,0.05
11,39,NYSE,USA,104.58,0,0,0,0,0,0,0,0,0.23,1764833000,150187000000,0.29
12,39,NYSE,USA,107.15,0,0,0,0,0,0,0,0,0.02,1765474000,184633000000,0.32
13,39,NYSE,USA,102.48,0,0,0,0,0,0,0,0,-0.04,1765474000,189171000000,0.26
14,39,NYSE,USA,107.74,0,0,0,0,0,0,0,0,0.05,1765474000,180926000000,0.33
15,39,NYSE,USA,108.22,0,0,0,0,0,0,0,0,0,1765882000,190256000000,0.34
16,39,NYSE,USA,111.5,0,0,0,0,0,0,0,0,0.03,1764826000,190989000000,0.38
17,39,NYSE,USA,113.2,0,0,0,0,0,0,0,0,0.02,1764826000,196778000000,0.4
18,39,NYSE,USA,112.64,0,0,0,0,0,0,0,0,0,1766222000,199936000000,0.39
19,39,NYSE,USA,116.3,0,0,0,0,0,0,0,0,0.03,1766222000,198947000000,0.44
20,39,NYSE,USA,120.78,0,0,0,0,0,0,0,0,0.04,1766222000,205412000000,0.49
21,39,NYSE,USA,107.87,0,0,0,0,0,0,0,0,-0.11,1767176000,213440000000,0.33
22,39,NYSE,USA,109.32,0,0,0,0,0,0,0,0,0.01,1767176000,190625000000,0.35
